sent,word,freq,category
0,tenemos,1674,C_capability
0,antes,1404,C_capability
0,diabéticos,0,A_data_gap
0,agregó,4,A_data_gap
0,edad,300,D_decoding
0,cuatro,478,C_capability
0,solían,22,C_capability
0,ratones,11,C_capability
0,actualmente,322,C_capability
1,causada,16,C_capability
1,día,1417,C_capability
1,ébola,28,C_capability
1,adecuado,120,C_capability
1,disminuir,33,C_capability
1,aun,218,C_capability
1,sea,1531,C_capability
1,pareciera,16,C_capability
1,cierta,187,C_capability
1,demostrado,171,C_capability
1,existente,70,C_capability
1,ciencia,315,C_capability
1,infección,30,C_capability
1,vacuna,25,C_capability
1,existe,595,C_capability
1,fármaco,10,C_capability
1,algún,474,C_capability
1,capaz,254,D_decoding
1,hoy,1698,C_capability
2,categorías,49,D_decoding
2,protagonizado,0,A_data_gap
2,importantes,611,D_decoding
2,tyan,0,A_data_gap
2,fue,2313,C_capability
2,nominado,3,A_data_gap
2,filme,2,A_data_gap
3,desarrollo,1603,D_decoding
3,raquis,0,A_data_gap
3,resultado,593,C_capability
3,bárbulas,0,A_data_gap
3,llegaron,56,C_capability
3,plumaje,0,A_data_gap
3,desarrollado,106,C_capability
3,plumas,16,C_capability
3,denominado,30,C_capability
3,sea,1531,C_capability
3,eje,38,C_capability
3,dado,489,D_decoding
3,sí,1274,C_capability
3,bien,2152,C_capability
3,tiene,2649,D_decoding
3,presenta,79,C_capability
3,conclusión,149,D_decoding
3,evolutivo,13,C_capability
3,rasgos,36,C_capability
3,probable,277,C_capability
3,posterior,74,C_capability
3,investigadores,114,D_decoding
3,cerdas,0,A_data_gap
4,mordió,2,A_data_gap
4,asaltaron,0,A_data_gap
4,matrimonio,93,C_capability
4,detuvo,17,C_capability
4,policía,239,C_capability
4,tíbet,39,C_capability
4,rabia,21,C_capability
5,estudio,309,C_capability
5,grupo,1094,C_capability
5,irak,116,C_capability
5,elevó,6,C_capability
5,hoy,1698,C_capability
5,informe,1791,C_capability
6,tanta,108,C_capability
6,pedro,10,C_capability
6,concentró,4,A_data_gap
6,pudieron,54,C_capability
6,fue,2313,D_decoding
6,san,95,D_decoding
6,gente,1763,C_capability
6,plaza,31,C_capability
6,funeral,14,C_capability
7,expansión,84,D_decoding
7,comercial,248,C_capability
7,asiático,56,C_capability
7,derrotas,3,A_data_gap
7,mandato,132,C_capability
7,sobre,6143,D_decoding
7,semana,360,D_decoding
7,medio,1088,C_capability
7,luego,898,D_decoding
7,discurso,145,C_capability
7,continente,185,C_capability
7,elecciones,396,C_capability
7,dio,239,C_capability
7,audiencia,93,C_capability
8,nombrada,2,A_data_gap
8,denominó,5,C_capability
8,día,1417,C_capability
8,diez,253,C_capability
8,huracanes,19,C_capability
8,hoy,1698,C_capability
8,originó,12,C_capability
8,tormenta,35,C_capability
8,temporada,31,C_capability
9,materias,85,D_decoding
9,igual,436,C_capability
9,afectan,92,C_capability
9,entre,3169,C_capability
9,llegaron,56,C_capability
9,hace,2006,C_capability
9,conclusión,149,D_decoding
9,sí,1274,C_capability
9,expertos,168,C_capability
9,regular,57,D_decoding
9,oscuras,15,C_capability
10,individuos,112,C_capability
10,particular,645,C_capability
10,enfermos,41,C_capability
10,infectados,9,D_decoding
10,total,335,D_decoding
10,xdr,0,A_data_gap
10,6000,7,C_capability
10,parece,963,C_capability
10,aún,974,C_capability
10,reducido,68,C_capability
10,formas,358,C_capability
10,333,0,A_data_gap
11,estado,1604,C_capability
11,día,1417,D_decoding
11,cadáver,8,C_capability
11,parecía,125,C_capability
11,manifestó,15,C_capability
11,allí,534,C_capability
11,haber,843,C_capability
11,alrededor,386,C_capability
12,estados,3664,C_capability
