sent,word,freq,category
0,old,106,D_decoding
0,diabetic,0,A_data_gap
0,added,15,C_capability
0,mice,3,A_data_gap
0,month,31,C_capability
0,non,54,C_capability
1,now,397,D_decoding
1,clearly,38,C_capability
1,drugs,21,C_capability
1,existing,25,C_capability
1,up,443,C_capability
1,appears,14,C_capability
1,one,707,C_capability
1,until,71,C_capability
1,able,130,C_capability
1,while,141,C_capability
1,demonstrated,7,C_capability
1,infection,3,A_data_gap
2,ryan,0,A_data_gap
2,movie,13,C_capability
2,received,14,C_capability
2,nominations,0,A_data_gap
2,featuring,0,A_data_gap
2,categories,4,A_data_gap
3,shaft,0,A_data_gap
3,researchers,10,D_decoding
3,rachis,0,A_data_gap
3,feathers,0,A_data_gap
3,developed,42,D_decoding
3,inferred,0,A_data_gap
3,barbules,0,A_data_gap
3,called,112,C_capability
3,barbs,0,A_data_gap
3,because,490,C_capability
3,well,251,D_decoding
3,evolutionary,3,A_data_gap
3,dinosaur,0,A_data_gap
4,arrested,7,D_decoding
4,tibet,5,C_capability
4,attacked,4,A_data_gap
4,robbed,2,A_data_gap
4,rabid,0,A_data_gap
5,iraq,25,D_decoding
5,presented,14,C_capability
6,st,2,A_data_gap
6,access,52,D_decoding
6,possible,90,D_decoding
6,everybody,23,C_capability
6,peter,5,D_decoding
6,large,74,C_capability
6,gain,8,C_capability
6,square,19,D_decoding
6,present,39,C_capability
7,trade,62,C_capability
7,asia,39,C_capability
7,losses,3,A_data_gap
7,midterm,0,A_data_gap
7,about,642,C_capability
7,told,73,C_capability
7,election,23,C_capability
7,audience,18,D_decoding
8,formed,6,C_capability
8,hurricane,5,C_capability
8,atlantic,5,C_capability
8,tenth,0,A_data_gap
8,storm,5,D_decoding
8,ocean,20,D_decoding
9,conclude,4,A_data_gap
9,matter,72,D_decoding
9,scientists,29,C_capability
9,able,130,D_decoding
10,particular,42,C_capability
10,percentage,8,C_capability
10,tuberculosis,5,D_decoding
10,moment,56,D_decoding
10,seems,45,D_decoding
10,entire,45,C_capability
10,low,49,C_capability
10,however,76,C_capability
10,south,43,D_decoding
10,still,154,C_capability
10,330,0,A_data_gap
10,infected,8,D_decoding
10,000,84,D_decoding
10,people,615,D_decoding
10,group,84,C_capability
11,about,642,C_capability
11,said,186,D_decoding
11,appeared,6,B_forgetting
12,including,71,C_capability
12,100,24,D_decoding
12,engraving,0,A_data_gap
12,engaged,10,C_capability
12,prime,23,C_capability
12,work,213,D_decoding
12,recent,51,C_capability
12,examples,13,D_decoding
12,ministerial,3,A_data_gap
12,bills,6,B_forgetting
12,many,260,D_decoding
12,countries,217,C_capability
12,front,42,C_capability
12,portraits,0,A_data_gap
13,conclusion,16,D_decoding
13,medical,26,C_capability
13,medication,5,C_capability
13,individuals,27,C_capability
13,considered,29,D_decoding
13,due,39,C_capability
13,encouragement,0,A_data_gap
13,female,19,C_capability
13,necessity,9,D_decoding
13,urging,0,A_data_gap
13,multitude,0,A_data_gap
13,came,81,C_capability
13,sent,23,C_capability
13,contraception,0,A_data_gap
13,male,17,D_decoding
14,requirement,5,C_capability
14,meet,50,C_capability
14,agency,10,D_decoding
14,issued,5,D_decoding
14,quake,0,A_data_gap
14,warning,7,C_capability
14,geophysics,0,A_data_gap
15,outbreak,4,A_data_gap
15,spokesman,0,A_data_gap
15,frontiere,0,A_data_gap
15,worst,15,C_capability
15,richard,7,C_capability
15,medecines,0,A_data_gap
15,veerman,0,A_data_gap
15,remains,26,C_capability
15,bad,60,C_capability
16,located,2,A_data_gap
16,astrogeology,0,A_data_gap
16,constant,9,C_capability
16,united,108,C_capability
16,ground,31,D_decoding
16,holes,3,A_data_gap
16,steady,4,A_data_gap
16,behavior,22,C_capability
16,maintain,15,C_capability
16,northern,15,C_capability
16,usgs,0,A_data_gap
16,fairly,4,A_data_gap
16,earth,61,C_capability
16,states,173,D_decoding
16,team,29,C_capability
16,thermal,2,A_data_gap
16,often,95,C_capability
17,featured,0,A_data_gap
17,show,65,C_capability
17,amateur,0,A_data_gap
17,east,39,C_capability
17,voice,28,C_capability
17,local,47,C_capability
18,united,108,C_capability
