sent,word,freq,category
0,now,4114,C_capability
0,old,770,D_decoding
0,diabetic,4,A_data_gap
0,added,141,C_capability
0,mice,12,C_capability
0,month,281,C_capability
0,non,455,C_capability
1,experimental,28,C_capability
1,now,4114,D_decoding
1,clearly,487,C_capability
1,drugs,189,C_capability
1,existing,252,C_capability
1,up,3987,C_capability
1,appears,127,C_capability
1,until,580,C_capability
1,able,1190,C_capability
1,suitable,48,C_capability
1,while,1201,C_capability
1,infection,31,C_capability
2,ryan,9,C_capability
2,major,551,C_capability
2,movie,94,C_capability
2,received,191,C_capability
2,nominations,0,A_data_gap
2,featuring,3,A_data_gap
3,shaft,3,A_data_gap
3,features,60,D_decoding
3,rachis,0,A_data_gap
3,inferred,0,A_data_gap
3,barbules,0,A_data_gap
3,called,959,C_capability
3,barbs,0,A_data_gap
3,because,4251,C_capability
3,evolutionary,31,C_capability
4,attacked,39,C_capability
4,robbed,10,C_capability
4,tibet,46,C_capability
4,rabid,2,A_data_gap
5,presented,181,C_capability
6,st,33,C_capability
6,access,571,D_decoding
6,possible,1012,D_decoding
6,everybody,257,C_capability
6,peter,33,D_decoding
6,large,674,C_capability
6,gain,119,C_capability
6,square,98,D_decoding
6,present,514,C_capability
7,trade,959,C_capability
7,losses,75,C_capability
7,midterm,9,C_capability
7,about,5694,C_capability
7,after,1730,C_capability
7,told,484,C_capability
7,election,261,C_capability
7,week,323,D_decoding
7,audience,127,D_decoding
8,formed,44,C_capability
8,hurricane,22,C_capability
8,atlantic,75,C_capability
8,tenth,15,C_capability
8,ocean,145,D_decoding
9,conclude,95,D_decoding
9,matter,739,D_decoding
9,scientists,216,C_capability
9,able,1190,D_decoding
10,particular,749,C_capability
10,percentage,59,C_capability
10,tuberculosis,26,D_decoding
10,moment,510,D_decoding
10,seems,428,D_decoding
10,entire,343,C_capability
10,low,409,C_capability
10,however,1144,C_capability
10,south,438,D_decoding
10,still,1462,C_capability
10,330,2,A_data_gap
10,infected,34,D_decoding
10,000,685,D_decoding
10,people,5178,D_decoding
10,group,999,C_capability
11,about,5694,C_capability
11,said,1696,D_decoding
12,including,624,C_capability
12,100,289,D_decoding
12,engraving,0,A_data_gap
12,engaged,86,C_capability
12,prime,253,C_capability
12,work,2222,D_decoding
12,recent,555,C_capability
12,examples,149,D_decoding
12,ministerial,31,C_capability
12,bills,25,C_capability
12,many,2623,D_decoding
12,countries,2857,C_capability
12,front,250,C_capability
12,portraits,6,C_capability
13,encouragement,19,C_capability
13,due,298,C_capability
13,female,117,C_capability
13,necessity,49,D_decoding
13,male,99,D_decoding
13,medication,30,C_capability
13,urging,15,C_capability
13,multitude,10,C_capability
13,came,599,C_capability
13,sent,173,C_capability
13,contraception,4,A_data_gap
13,individuals,187,C_capability
14,requirement,57,C_capability
14,meet,325,C_capability
14,geophysics,0,A_data_gap
14,quake,3,A_data_gap
15,outbreak,30,C_capability
15,spokesman,6,D_decoding
15,sans,4,A_data_gap
15,frontiere,0,A_data_gap
15,worst,146,C_capability
15,said,1696,D_decoding
15,medecines,0,A_data_gap
15,situation,873,D_decoding
15,remains,273,C_capability
15,bad,429,C_capability
16,located,32,C_capability
16,astrogeology,0,A_data_gap
16,constant,61,C_capability
16,united,1143,C_capability
16,ground,215,D_decoding
16,holes,28,C_capability
16,steady,24,C_capability
16,behavior,168,C_capability
16,maintain,174,C_capability
16,northern,129,C_capability
16,usgs,0,A_data_gap
16,fairly,70,C_capability
16,earth,359,C_capability
16,states,2661,D_decoding
16,team,227,C_capability
16,thermal,10,C_capability
16,often,708,C_capability
17,featured,5,D_decoding
17,show,572,C_capability
17,amateur,5,C_capability
17,east,353,C_capability
17,voice,232,C_capability
17,local,442,C_capability
18,united,1143,C_capability
18,received,191,C_capability
18,immediate,114,C_capability
18,earthquake,65,C_capability
18,states,2661,D_decoding
18,reports,217,D_decoding
19,negative,171,C_capability
19,aired,0,A_data_gap
19,tough,95,C_capability
19,advertisements,8,C_capability
19,behalf,405,C_capability
20,fifteenth,0,A_data_gap
20,finished,75,C_capability
20,velasquez,0,A_data_gap
20,ninth,8,C_capability
20,standing,164,D_decoding
20,sitting,244,C_capability
21,before,1344,C_capability
21,several,396,C_capability
21,various,353,C_capability
21,simon,8,C_capability
21,simpsons,0,A_data_gap
22,worst,146,D_decoding
22,saw,359,C_capability
22,airliner,0,A_data_gap
22,heading,49,C_capability
22,board,220,D_decoding
22,years,2547,D_decoding
22,last,1427,C_capability
23,followed,153,C_capability
23,chhappan,0,A_data_gap
23,accompanying,23,C_capability
23,esented,0,A_data_gap
23,started,552,C_capability
23,bhog,0,A_data_gap
23,evening,148,C_capability
23,well,2389,D_decoding
24,news,250,C_capability
24,sings,10,C_capability
24,quite,565,C_capability
24,conference,263,C_capability
24,transcript,3,A_data_gap
24,cute,22,C_capability
25,railway,44,C_capability
25,ishikawa,0,A_data_gap
25,roads,61,C_capability
26,way,2561,C_capability
27,event,179,C_capability
27,races,13,C_capability
27,competed,7,C_capability
27,wednesday,23,C_capability
27,carpanedo,0,A_data_gap
27,championships,3,A_data_gap
27,beyond,334,C_capability
28,crash,40,C_capability
28,happened,438,C_capability
28,freed,10,C_capability
28,driver,51,C_capability
29,agrees,36,C_capability
29,signed,118,C_capability
29,once,820,C_capability
29,ongoing,82,D_decoding
29,leave,415,C_capability
29,pa,4,A_data_gap
29,agreement,828,D_decoding
30,related,211,C_capability
30,said,1696,C_capability
30,devices,72,C_capability
30,aware,278,C_capability
31,lavatory,0,A_data_gap
31,aged,22,C_capability
31,down,1253,D_decoding
31,took,545,C_capability
31,lady,91,C_capability
31,gunned,0,A_data_gap
31,place,1041,D_decoding
32,claimed,57,C_capability
32,prime,253,D_decoding
32,reign,10,D_decoding
32,believed,95,C_capability
32,end,1121,D_decoding
32,caretaker,0,A_data_gap
33,referred,107,C_capability
33,silliness,0,A_data_gap
33,political,1668,C_capability
33,chatter,3,A_data_gap
34,juice,13,D_decoding
34,cabbage,2,A_data_gap
35,back,1495,C_capability
35,reflects,57,C_capability
35,down,1253,C_capability
35,gets,214,C_capability
36,closely,124,C_capability
36,usually,163,C_capability
36,sisters,28,D_decoding
36,family,482,D_decoding
36,related,211,D_decoding
36,females,11,C_capability
36,daughters,29,C_capability
37,before,1344,C_capability
37,need,2526,C_capability
37,hasn,69,C_capability
37,changed,251,D_decoding
38,anything,535,C_capability
38,match,80,D_decoding
38,even,2509,C_capability
39,important,1904,D_decoding
39,warm,59,C_capability
40,storage,43,C_capability
40,29,39,D_decoding
40,measures,751,D_decoding
40,knows,212,D_decoding
40,early,365,C_capability
40,life,1482,C_capability
40,known,359,C_capability
40,large,674,C_capability
40,up,3987,D_decoding
40,certain,614,C_capability
40,parchment,0,A_data_gap
40,one,5896,D_decoding
40,inches,0,A_data_gap
40,24,117,D_decoding
40,rolled,10,C_capability
40,while,1201,C_capability
41,weak,105,C_capability
41,revolutionary,50,C_capability
41,war,782,D_decoding
41,thirteen,14,D_decoding
41,during,650,C_capability
42,take,2302,C_capability
42,forces,277,C_capability
42,areas,655,C_capability
43,guideline,3,A_data_gap
43,ridiculed,4,A_data_gap
43,creating,286,C_capability
43,abused,19,C_capability
43,keeping,128,C_capability
43,image,181,D_decoding
43,while,1201,D_decoding
43,dynamism,13,D_decoding
43,much,2135,C_capability
43,measure,178,C_capability
44,tactic,5,C_capability
44,warfare,23,D_decoding
44,there,6558,C_capability
44,similar,277,D_decoding
44,unrestricted,3,A_data_gap
44,since,1035,C_capability
44,expected,185,C_capability
44,limited,165,C_capability
45,also,4142,C_capability
45,allowing,125,C_capability
45,succeed,102,C_capability
45,applicants,12,C_capability
45,successful,223,C_capability
45,open,546,C_capability
45,occupations,9,C_capability
45,male,99,C_capability
46,egyptian,26,C_capability
46,tombs,2,A_data_gap
46,several,396,C_capability
47,imperialism,11,D_decoding
47,themselves,520,C_capability
47,expenditures,29,C_capability
48,car,363,C_capability
48,accidents,57,C_capability
48,repairing,6,D_decoding
48,mass,169,C_capability
48,healthcare,59,C_capability
48,ownership,52,C_capability
48,techniques,49,C_capability
48,roads,61,C_capability
48,invention,43,C_capability
49,fasten,3,A_data_gap
49,ages,40,D_decoding
49,towards,474,C_capability
49,clothing,39,C_capability
49,developments,124,C_capability
49,crusades,0,A_data_gap
49,biggest,130,C_capability
49,time,3637,C_capability
49,result,601,D_decoding
49,end,1121,D_decoding
49,middle,409,C_capability
50,away,671,D_decoding
50,experienced,93,C_capability
50,child,393,C_capability
50,feral,2,A_data_gap
50,running,184,C_capability
50,severe,106,C_capability
50,abuse,92,D_decoding
50,trauma,24,C_capability
51,care,581,C_capability
51,necessities,7,C_capability
51,taken,731,C_capability
51,foster,39,C_capability
51,previously,68,C_capability
51,lacking,43,C_capability
51,provide,491,C_capability
51,supposed,148,C_capability
52,expressed,166,C_capability
52,adds,17,C_capability
52,pool,45,C_capability
53,particularly,674,C_capability
53,diuretic,0,A_data_gap
53,tea,56,D_decoding
53,forcing,39,C_capability
53,up,3987,D_decoding
53,lots,131,C_capability
53,involve,109,C_capability
53,one,5896,C_capability
53,get,2203,C_capability
53,sleep,146,C_capability
53,fluid,26,C_capability
53,biorhythm,0,A_data_gap
53,prior,69,C_capability
54,battlefields,0,A_data_gap
54,asia,404,D_decoding
54,armies,13,C_capability
54,real,880,C_capability
54,next,1053,D_decoding
54,fought,57,D_decoding
54,last,1427,C_capability
54,proxy,8,C_capability
54,africa,706,D_decoding
55,grazing,0,A_data_gap
55,herds,6,C_capability
55,herding,0,A_data_gap
55,generally,127,C_capability
55,known,359,C_capability
55,goats,8,C_capability
55,adolescents,10,D_decoding
55,hills,12,C_capability
55,frequently,64,C_capability
55,tended,15,C_capability
55,goatherds,0,A_data_gap
55,widely,93,C_capability
55,children,831,C_capability
56,like,5382,C_capability
56,solution,380,C_capability
56,problems,847,C_capability
56,however,1144,C_capability
56,want,2216,C_capability
56,temporary,99,D_decoding
56,deactivate,0,A_data_gap
56,just,3589,C_capability
57,scales,16,C_capability
57,lay,84,C_capability
57,walk,184,C_capability
57,back,1495,C_capability
57,claws,3,A_data_gap
57,two,2281,C_capability
57,feet,113,C_capability
58,disease,277,C_capability
58,made,1757,C_capability
58,up,3987,D_decoding
58,affects,58,D_decoding
58,ms,36,C_capability
59,including,624,D_decoding
59,beings,139,C_capability
59,simply,479,C_capability
59,responses,53,C_capability
59,cues,6,C_capability
59,rhythms,10,C_capability
59,documented,23,C_capability
60,others,603,C_capability
60,destination,24,C_capability
60,country,1646,C_capability
60,left,648,D_decoding
60,work,2222,C_capability
60,passed,127,C_capability
60,leave,415,C_capability
60,workplace,42,C_capability
60,place,1041,D_decoding
60,just,3589,D_decoding
61,help,1125,C_capability
61,roadway,0,A_data_gap
61,facilities,64,C_capability
62,pours,2,A_data_gap
62,planet,281,C_capability
62,out,4051,C_capability
62,amazon,34,D_decoding
62,full,562,C_capability
63,like,5382,C_capability
63,also,4142,C_capability
63,though,591,C_capability
63,theorised,0,A_data_gap
63,four,604,C_capability
63,change,1259,C_capability
64,together,1033,D_decoding
64,put,1281,C_capability
64,fission,6,C_capability
64,works,272,C_capability
64,principle,336,D_decoding
64,many,2623,C_capability
64,takes,297,C_capability
65,factor,113,C_capability
65,popular,174,C_capability
65,content,172,C_capability
65,theory,158,D_decoding
66,members,803,D_decoding
66,report,1882,C_capability
67,intelligent,82,C_capability
67,forms,191,C_capability
67,adaptation,38,C_capability
67,although,499,C_capability
67,connotation,0,A_data_gap
67,computer,297,C_capability
67,branch,25,C_capability
67,science,367,D_decoding
67,ai,86,C_capability
67,dealing,156,C_capability
67,important,1904,C_capability
67,strong,430,C_capability
68,strive,18,C_capability
68,criticism,92,C_capability
68,begins,75,C_capability
68,since,1035,C_capability
68,critical,172,D_decoding
68,audience,127,C_capability
68,often,708,C_capability
68,blog,14,C_capability
69,wildlife,15,D_decoding
69,comes,513,D_decoding
69,biggest,130,C_capability
70,abandon,45,D_decoding
71,timbuktu,0,A_data_gap
71,town,144,C_capability
71,impoverished,14,C_capability
71,although,499,C_capability
72,glittering,0,A_data_gap
72,skyline,3,A_data_gap
72,parade,8,C_capability
72,make,2556,C_capability
72,likened,4,A_data_gap
72,chart,15,C_capability
72,made,1757,C_capability
72,apparent,52,C_capability
72,bar,47,C_capability
73,advisable,9,C_capability
73,inter,56,C_capability
73,advance,88,D_decoding
73,purchase,42,C_capability
73,days,506,D_decoding
73,district,35,D_decoding
74,colonization,10,D_decoding
74,period,345,C_capability
74,lasted,26,D_decoding
74,started,552,C_capability
74,spaniards,8,C_capability
75,prior,69,C_capability
75,nearly,145,C_capability
75,currency,235,C_capability
75,leaving,159,C_capability
75,exchange,287,C_capability
76,founded,64,D_decoding
76,official,173,C_capability
76,1959,4,A_data_gap
76,apia,0,A_data_gap
76,1850s,0,A_data_gap
76,since,1035,D_decoding
77,many,2623,C_capability
77,travel,171,C_capability
77,australian,20,D_decoding
78,deals,55,C_capability
78,through,1678,C_capability
78,like,5382,C_capability
78,possible,1012,D_decoding
78,forms,191,C_capability
78,although,499,C_capability
78,camping,2,A_data_gap
78,find,1069,C_capability
78,agent,28,D_decoding
78,grounds,80,C_capability
78,often,708,C_capability
79,guests,28,C_capability
79,absent,42,C_capability
79,usually,163,C_capability
79,hard,503,C_capability
79,make,2556,C_capability
79,spent,259,C_capability
79,typically,61,C_capability
79,efforts,417,D_decoding
79,many,2623,C_capability
80,closely,124,C_capability
80,viewing,14,C_capability
80,allow,426,D_decoding
80,giraffes,3,A_data_gap
80,equipment,79,C_capability
80,tend,107,C_capability
80,cars,142,C_capability
81,fabric,31,C_capability
81,become,961,D_decoding
81,cause,289,D_decoding
81,careful,99,D_decoding
81,allow,426,C_capability
81,cases,312,D_decoding
81,extreme,117,D_decoding
81,scorch,0,A_data_gap
81,shrinkage,2,A_data_gap
81,hot,118,D_decoding
82,keep,519,C_capability
82,sharp,42,C_capability
82,curves,14,C_capability
82,predominate,0,A_data_gap
82,country,1646,C_capability
82,about,5694,D_decoding
82,re,3214,C_capability
82,narrow,76,C_capability
82,used,911,C_capability
82,grades,12,C_capability
82,driving,138,D_decoding
82,steep,11,C_capability
82,lanes,15,D_decoding
82,wits,0,A_data_gap
83,nation,156,C_capability
83,umbrella,25,C_capability
83,choose,169,D_decoding
83,term,652,D_decoding
83,food,701,C_capability
83,covering,46,C_capability
83,found,664,C_capability
83,cuisines,0,A_data_gap
83,vast,136,C_capability
83,across,487,C_capability
84,vacations,6,C_capability
84,occasionally,33,C_capability
84,ski,13,C_capability
84,skiing,5,D_decoding
84,planning,112,C_capability
84,particular,749,D_decoding
84,location,43,C_capability
84,entire,343,C_capability
84,around,1222,D_decoding
84,known,359,C_capability
84,travelling,18,C_capability
84,bums,0,A_data_gap
84,enthusiasts,4,A_data_gap
85,paperwork,8,C_capability
85,hence,87,C_capability
85,similarly,109,C_capability
85,visas,20,C_capability
85,saving,130,D_decoding
85,having,701,C_capability
85,apply,215,D_decoding
85,need,2526,D_decoding
85,countries,2857,C_capability
85,member,1957,C_capability
86,citizens,860,C_capability
86,example,1077,C_capability
86,europeans,169,C_capability
86,arabs,21,D_decoding
86,one,5896,C_capability
86,face,515,C_capability
87,far,1048,C_capability
87,normally,61,C_capability
87,issues,626,C_capability
87,practical,155,D_decoding
87,greater,500,C_capability
87,discussed,118,C_capability
88,back,1495,C_capability
88,result,601,C_capability
88,trying,554,C_capability
88,happen,440,C_capability
89,usually,163,C_capability
89,like,5382,D_decoding
89,here,2390,C_capability
89,always,894,C_capability
89,just,3589,C_capability
89,book,367,C_capability
90,outdoors,5,C_capability
90,replacement,29,C_capability
90,generally,127,C_capability
91,pastime,2,A_data_gap
91,boating,2,A_data_gap
92,through,1678,C_capability
92,air,357,D_decoding
92,get,2203,C_capability
92,customs,98,C_capability
92,unloading,2,A_data_gap
92,things,1744,C_capability
92,freight,24,C_capability
93,moldova,29,C_capability
93,christian,129,C_capability
94,portion,23,C_capability
94,meaning,173,C_capability
94,essentially,121,C_capability
94,almost,555,C_capability
94,mass,169,C_capability
94,incalculable,5,C_capability
94,please,341,C_capability
94,well,2389,D_decoding
94,site,91,D_decoding
94,grave,49,C_capability
94,remember,367,C_capability
95,evaporate,2,A_data_gap
95,parisians,0,A_data_gap
95,courtesies,0,A_data_gap
95,exteriors,2,A_data_gap
95,abrupt,8,C_capability
95,rapidly,133,C_capability
95,display,32,C_capability
95,basic,297,C_capability
96,tomato,16,D_decoding
96,tunafish,0,A_data_gap
96,available,354,C_capability
96,dinner,97,C_capability
96,during,650,C_capability
96,condiments,0,A_data_gap
96,etc,99,D_decoding
96,simple,358,C_capability
96,oli,0,A_data_gap
96,pa,4,A_data_gap
96,amb,0,A_data_gap
96,bread,55,C_capability
97,little,1285,D_decoding
97,close,357,C_capability
97,separately,25,C_capability
97,however,1144,C_capability
97,hastily,3,A_data_gap
97,conclude,95,D_decoding
97,studied,64,D_decoding
97,know,2929,C_capability
97,need,2526,C_capability
97,enough,774,C_capability
97,people,5178,C_capability
98,north,299,D_decoding
98,always,894,C_capability
98,degrees,56,D_decoding
98,just,3589,C_capability
98,placed,88,C_capability
98,tropics,3,A_data_gap
98,need,2526,C_capability
98,equator,4,A_data_gap
99,celebration,22,C_capability
99,resurrection,7,D_decoding
99,breaking,62,C_capability
99,celebrate,51,C_capability
99,christ,17,C_capability
99,during,650,D_decoding
99,stroke,27,C_capability
99,midnight,17,D_decoding
99,into,3009,C_capability
99,often,708,C_capability
99,weekend,29,C_capability
99,hold,323,C_capability
