sent,word,freq,category
0,tenemos,165,C_capability
0,antes,171,C_capability
0,edad,41,D_decoding
0,cuatro,58,C_capability
0,actualmente,29,C_capability
0,solían,5,C_capability
0,ratones,3,A_data_gap
0,agregó,0,A_data_gap
1,causada,3,A_data_gap
1,experimental,4,A_data_gap
1,día,180,C_capability
1,ébola,0,A_data_gap
1,adecuado,9,C_capability
1,disminuir,0,A_data_gap
1,aun,33,C_capability
1,sea,176,C_capability
1,pareciera,2,A_data_gap
1,cierta,27,C_capability
1,demostrado,15,C_capability
1,ciencia,64,C_capability
1,infección,2,A_data_gap
1,vacuna,3,A_data_gap
1,existe,57,C_capability
1,fármaco,0,A_data_gap
1,algún,55,C_capability
1,capaz,31,D_decoding
1,hoy,162,C_capability
1,ha,518,D_decoding
2,categorías,5,D_decoding
2,protagonizado,0,A_data_gap
2,importantes,53,D_decoding
2,tyan,0,A_data_gap
2,fue,288,C_capability
2,nominado,0,A_data_gap
2,filme,0,A_data_gap
3,raquis,0,A_data_gap
3,otras,119,D_decoding
3,resultado,58,C_capability
3,bárbulas,0,A_data_gap
3,llegaron,11,C_capability
3,plumaje,0,A_data_gap
3,desarrollado,19,C_capability
3,plumas,0,A_data_gap
3,denominado,4,A_data_gap
3,sea,176,C_capability
3,eje,4,A_data_gap
3,dado,45,C_capability
3,sí,175,C_capability
3,bien,216,C_capability
3,tiene,337,D_decoding
3,presenta,2,A_data_gap
3,conclusión,12,D_decoding
3,evolutivo,2,A_data_gap
3,rasgos,6,C_capability
3,probable,34,C_capability
3,características,8,C_capability
3,posterior,9,C_capability
3,investigadores,13,D_decoding
3,cerdas,0,A_data_gap
4,escapó,0,A_data_gap
4,mordió,0,A_data_gap
4,asaltaron,0,A_data_gap
4,matrimonio,16,C_capability
4,detuvo,0,A_data_gap
4,policía,28,C_capability
4,tíbet,5,C_capability
4,rabia,3,A_data_gap
5,estudio,36,C_capability
5,grupo,89,C_capability
5,irak,17,C_capability
5,elevó,0,A_data_gap
5,hoy,162,C_capability
5,informe,69,C_capability
6,tanta,6,C_capability
6,pedro,2,A_data_gap
6,concentró,3,A_data_gap
6,pudieron,4,A_data_gap
6,fue,288,D_decoding
6,san,12,D_decoding
6,gente,230,C_capability
6,plaza,8,C_capability
6,funeral,0,A_data_gap
7,comercial,28,C_capability
7,asiático,7,C_capability
7,derrotas,0,A_data_gap
7,mandato,6,C_capability
7,sobre,494,D_decoding
7,semana,44,D_decoding
7,medio,109,C_capability
7,luego,109,D_decoding
7,discurso,21,C_capability
7,continente,13,C_capability
7,elecciones,37,C_capability
7,dio,33,C_capability
7,audiencia,19,C_capability
8,nombrada,0,A_data_gap
8,denominó,0,A_data_gap
8,día,180,C_capability
8,diez,27,C_capability
8,huracanes,4,A_data_gap
8,hoy,162,C_capability
8,originó,2,A_data_gap
8,tormenta,6,C_capability
8,temporada,8,C_capability
9,materias,0,A_data_gap
9,igual,57,C_capability
9,afectan,9,C_capability
9,entre,309,C_capability
9,llegaron,11,C_capability
9,hace,205,C_capability
9,conclusión,12,D_decoding
9,sí,175,C_capability
9,expertos,23,C_capability
9,regular,3,A_data_gap
9,oscuras,3,A_data_gap
10,individuos,20,C_capability
10,particular,44,C_capability
10,enfermos,4,A_data_gap
10,total,30,D_decoding
10,xdr,0,A_data_gap
10,6000,2,A_data_gap
10,parece,88,C_capability
10,aún,102,C_capability
10,momento,123,D_decoding
10,reducido,9,C_capability
10,formas,37,C_capability
10,333,0,A_data_gap
11,estado,157,C_capability
11,cadáver,0,A_data_gap
11,parecía,10,C_capability
11,manifestó,0,A_data_gap
11,allí,47,C_capability
11,haber,83,C_capability
11,alrededor,63,C_capability
12,estados,305,C_capability
12,tuvo,36,C_capability
12,dólares,72,C_capability
12,nuevos,67,D_decoding
12,siendo,57,C_capability
12,visibles,0,A_data_gap
12,ministro,27,D_decoding
12,además,67,D_decoding
12,participación,22,C_capability
12,labor,9,C_capability
12,100,19,C_capability
12,canadienses,2,A_data_gap
12,recientes,17,C_capability
12,primer,106,C_capability
12,ejemplos,13,D_decoding
12,billetes,0,A_data_gap
12,retratos,0,A_data_gap
12,grabado,3,A_data_gap
12,anverso,0,A_data_gap
13,concluyó,4,A_data_gap
13,fueran,12,C_capability
13,alentadores,0,A_data_gap
13,sanitaria,6,C_capability
13,necesidad,47,D_decoding
13,considerados,2,A_data_gap
13,parte,244,C_capability
13,gran,204,C_capability
13,hombres,98,C_capability
13,mujeres,114,C_capability
13,positivos,5,C_capability
13,instando,0,A_data_gap
13,medicamentos,12,C_capability
13,base,40,C_capability
13,anticonceptivos,0,A_data_gap
13,esto,354,C_capability
13,número,52,C_capability
14,emitido,4,A_data_gap
14,terremoto,11,C_capability
14,magnitud,8,C_capability
14,yakarta,0,A_data_gap
14,alerta,7,C_capability
14,exigida,0,A_data_gap
14,agencia,9,D_decoding
14,ninguna,44,C_capability
14,geofísica,0,A_data_gap
14,tal,98,C_capability
14,fin,96,C_capability
14,ni,162,C_capability
14,emitirá,0,A_data_gap
14,según,53,C_capability
14,alcanzó,3,A_data_gap
15,continúa,11,C_capability
15,siendo,57,C_capability
15,frontiere,0,A_data_gap
15,portavoz,0,A_data_gap
15,jamás,12,C_capability
15,haya,55,C_capability
15,enfrentado,2,A_data_gap
15,brote,4,A_data_gap
15,severo,3,A_data_gap
15,hacia,108,C_capability
15,comentó,0,A_data_gap
15,dirige,0,A_data_gap
15,grave,10,C_capability
16,cavidades,0,A_data_gap
16,nuestro,159,C_capability
16,temperatura,9,D_decoding
16,grandes,105,C_capability
16,estadounidense,40,C_capability
16,arizona,3,A_data_gap
16,sostuvo,2,A_data_gap
16,usgs,0,A_data_gap
16,servicio,15,C_capability
16,equipo,34,C_capability
16,estable,9,C_capability
16,planeta,47,D_decoding
16,profundas,6,C_capability
16,regular,3,A_data_gap
16,bien,216,C_capability
16,tan,196,C_capability
16,arqueología,0,A_data_gap
16,suelen,8,C_capability
16,consistente,6,C_capability
16,bastante,46,C_capability
16,sostener,7,C_capability
16,geológico,0,A_data_gap
16,norte,41,D_decoding
16,comportamiento,26,C_capability
16,térmico,0,A_data_gap
16,cuevas,0,A_data_gap
16,cushing,0,A_data_gap
16,glen,0,A_data_gap
16,flagstaff,0,A_data_gap
16,universidad,29,D_decoding
16,suelo,22,C_capability
17,originalmente,0,A_data_gap
17,doblaje,0,A_data_gap
17,programa,63,B_forgetting
17,tejas,0,A_data_gap
17,contó,9,C_capability
17,aficionados,0,A_data_gap
17,locales,30,C_capability
18,estados,305,D_decoding
18,geológico,0,A_data_gap
18,reportado,0,A_data_gap
18,sísmica,0,A_data_gap
18,usgs,0,A_data_gap
18,servicio,15,C_capability
18,daños,7,C_capability
18,forma,174,C_capability
18,directa,9,C_capability
18,han,297,C_capability
18,unidos,213,D_decoding
18,ni,162,C_capability
19,duras,0,A_data_gap
19,iowa,0,A_data_gap
19,llegaron,11,C_capability
19,negativos,4,A_data_gap
19,elogió,0,A_data_gap
19,rommey,0,A_data_gap
19,contra,139,D_decoding
19,campaña,29,C_capability
19,lanzó,2,A_data_gap
19,palabras,71,D_decoding
19,anuncios,2,A_data_gap
19,después,230,D_decoding
19,representación,6,C_capability
19,cuya,16,C_capability
19,difundieron,0,A_data_gap
20,zelanda,0,A_data_gap
20,posición,41,C_capability
20,número,52,C_capability
20,velásquez,0,A_data_gap
20,puesto,37,C_capability
20,masculino,5,C_capability
20,sentado,12,C_capability
20,obtuvo,2,A_data_gap
20,nueva,107,D_decoding
20,masculina,2,A_data_gap
20,categoría,4,A_data_gap
20,nueve,9,C_capability
20,quince,6,C_capability
21,puestos,11,C_capability
21,había,185,C_capability
21,empleos,17,C_capability
21,otros,166,C_capability
21,previamente,0,A_data_gap
21,espectáculos,0,A_data_gap
21,distintos,11,C_capability
21,televisivos,0,A_data_gap
21,tenido,31,C_capability
21,simpson,0,A_data_gap
22,catástrofes,3,A_data_gap
22,bordo,0,A_data_gap
22,deceso,0,A_data_gap
22,pasado,98,D_decoding
22,peores,4,A_data_gap
22,avión,12,D_decoding
22,irán,36,C_capability
22,aéreas,3,A_data_gap
22,estrelló,3,A_data_gap
22,años,371,C_capability
22,línea,32,C_capability
22,dirección,24,C_capability
22,causando,0,A_data_gap
22,pasajeros,9,C_capability
22,mes,35,D_decoding
22,vivió,3,A_data_gap
23,junto,45,C_capability
23,evento,2,A_data_gap
23,chhappan,0,A_data_gap
23,siguió,12,C_capability
23,inauguró,0,A_data_gap
23,cantante,2,A_data_gap
23,fue,288,C_capability
23,bhajan,0,A_data_gap
23,bhog,0,A_data_gap
23,interpretó,0,A_data_gap
24,él,276,C_capability
24,bastante,46,C_capability
24,cantaba,0,A_data_gap
24,rueda,2,A_data_gap
24,bonita,4,A_data_gap
24,transcripción,0,A_data_gap
24,prensa,16,C_capability
24,además,67,C_capability
24,según,53,D_decoding
25,fueron,69,C_capability
25,interrumpido,0,A_data_gap
25,afectadas,4,A_data_gap
25,vio,14,C_capability
25,servicio,15,D_decoding
25,prefectura,0,A_data_gap
25,dañadas,0,A_data_gap
25,aeropuerto,5,D_decoding
25,permanece,5,C_capability
25,algunas,87,D_decoding
25,trenes,7,C_capability
25,zonas,30,D_decoding
25,rutas,3,A_data_gap
25,cerrado,4,A_data_gap
26,tratan,6,C_capability
26,igual,57,C_capability
26,digo,38,C_capability
26,ustedes,33,C_capability
26,gente,230,D_decoding
26,tratamos,3,A_data_gap
26,único,53,C_capability
26,nosotros,140,C_capability
27,aparte,6,C_capability
27,carreras,0,A_data_gap
27,campeonato,9,C_capability
27,competencia,30,C_capability
27,participó,0,A_data_gap
27,miércoles,0,A_data_gap
28,carretera,8,C_capability
28,produjo,11,C_capability
28,accidente,22,D_decoding
28,temporalmente,2,A_data_gap
28,emergencia,7,D_decoding
28,interior,29,C_capability
28,cerrada,6,C_capability
28,conductor,4,A_data_gap
28,rojo,13,C_capability
28,mientras,147,C_capability
28,audi,0,A_data_gap
28,servicios,52,D_decoding
28,sacaban,0,A_data_gap
29,acuerdo,104,C_capability
29,constante,10,C_capability
29,firme,8,C_capability
29,diez,27,C_capability
29,acepta,2,A_data_gap
29,exige,5,C_capability
29,solo,246,C_capability
29,cinco,57,C_capability
29,pa,0,A_data_gap
29,presencia,19,D_decoding
29,mientras,147,C_capability
29,vez,351,D_decoding
30,meti,0,A_data_gap
30,comercio,39,C_capability
30,registrado,2,A_data_gap
30,industria,23,D_decoding
30,ministerio,4,A_data_gap
30,involucraban,0,A_data_gap
30,haber,83,C_capability
30,aparatos,3,A_data_gap
30,informó,3,A_data_gap
30,economía,93,D_decoding
30,japonés,19,C_capability
31,ir,67,C_capability
31,lugar,183,D_decoding
31,acribillado,0,A_data_gap
31,fotógrafos,2,A_data_gap
31,tarde,57,D_decoding
31,anciana,2,A_data_gap
31,ocuparon,0,A_data_gap
31,baño,16,C_capability
32,australia,15,C_capability
32,consideraba,3,A_data_gap
32,interina,0,A_data_gap
32,pasar,34,C_capability
32,república,18,C_capability
32,mandato,6,C_capability
32,sostuvo,2,A_data_gap
32,isabel,0,A_data_gap
32,finalizado,0,A_data_gap
32,ministra,5,D_decoding
32,federales,7,C_capability
32,durante,183,D_decoding
32,elecciones,37,D_decoding
32,campaña,29,D_decoding
32,vez,351,C_capability
32,primera,118,C_capability
33,boberías,0,A_data_gap
33,habladuría,0,A_data_gap
33,calificó,0,A_data_gap
33,política,165,C_capability
34,jugo,0,A_data_gap
34,col,0,A_data_gap
34,ph,0,A_data_gap
34,química,14,C_capability
34,usted,48,C_capability
34,elaborar,0,A_data_gap
34,utilizando,6,C_capability
34,sustancia,0,A_data_gap
34,esto,354,C_capability
34,puede,387,D_decoding
34,denomina,0,A_data_gap
35,refleja,9,C_capability
35,llamada,30,C_capability
35,instantánea,0,A_data_gap
35,casi,93,C_capability
35,satélite,4,A_data_gap
35,forma,174,C_capability
35,vuelta,7,C_capability
36,hembras,2,A_data_gap
36,entre,309,C_capability
36,hace,205,C_capability
36,relacionan,0,A_data_gap
36,sí,175,C_capability
36,estrechamente,3,A_data_gap
36,gran,204,C_capability
36,hermanas,3,A_data_gap
36,general,79,B_forgetting
37,precisan,0,A_data_gap
37,pasado,98,C_capability
37,cambios,31,D_decoding
37,han,297,C_capability
37,aún,102,C_capability
37,producido,10,C_capability
37,población,47,D_decoding
38,él,276,C_capability
38,amenaza,32,C_capability
38,criatura,4,A_data_gap
38,entrara,0,A_data_gap
38,enorme,18,C_capability
38,siquiera,38,C_capability
38,atacaba,0,A_data_gap
38,ni,162,C_capability
38,cualquier,81,C_capability
38,agua,97,D_decoding
